
author,time,text,coordinates,place
la_femme_gela,2020-01-28 23:07:05,"“Patrick Fever” sung to the tune of PAC-Man Fever. “I’ve got Patrick Fever. Mahomes is making me crazy.”
Thank you for your time. 🤣 #ChiefsSBWeek #Chiefs",,
UKnowWhat2Do,2020-01-28 23:07:07,@sternshow @Chiefs @49ers @cwotd @HowardStern Bub looks exactly like his dad.,,
djtweetz34,2020-01-28 23:07:08,"RT @AndrewABC17: Watch: Former NFL QB Michael Vick had VERY high praise for #Chiefs QB Patrick Mahomes.

""He's everything you want in a qua…",,
dukeland99,2020-01-28 23:07:09,Why didn't everyone see greatness in Patrick Mahomes? | Speak For Yourself https://t.co/icceLgPAiH via @YouTube,,
afeelappeal,2020-01-28 23:07:09,Best of Patrick Mahomes | Gridiron Heights Supercut https://t.co/ipCnAGPDxN,,
BMcD626,2020-01-28 23:07:10,"RT @donovanjmcnabb: Starting to get amped for the game this weekend. Miami will be a fun fun place to be. Reuniting with old friends, playe…",,
LanceTHESPOKEN,2020-01-28 23:07:10,Patrick Mahomes contract is already done. Don’t take Clark Hunt’s comments about that and run with it.,,
iam_lapjr,2020-01-28 23:07:10,@danorlovsky7 @TrackStarGazing @49ers There names are will and determination. Especially that pass rush will force Kelce to block and we have a pretty good speed at LB. Play Physical,,
kansas_lawdog,2020-01-28 23:07:13,RT @NPNowZenner: BREAKING: TYREEK HILL DID A PATRICK MAHOMES IMPERSONATION https://t.co/3bGwuyr5fU,,
Boyd_2650,2020-01-28 23:07:15,RT @gailsline: @JuliusMaresh @FOXTV @Foxsport @FOXTV  &amp; @FOXSports There are thousands who have survived abortion... Their stories are  imp…,,
EJSmith94,2020-01-28 23:07:15,"For those wondering, the #Eagles ranked No. 22 in the NFL. They averaged 12.85 mph, which was below league average.",,
exit52shu1,2020-01-28 23:07:16,"RT @NFL: Who's got the most sacks this postseason?

That'd be @Chiefs DE Frank Clark with four. 😤 @TheRealFrankC_

(by @Bridgestone) https:…",,
DustinLin17,2020-01-28 23:07:20,"@emeyecee @PitufoEdgar @Eric61599599 @danorlovsky7 @49ers No, I look at the stat that says your QB had 23 turnovers.",,
LilUber6,2020-01-28 23:07:21,"RT @MySportsUpdate: Tyreek Hill says he always laughs when Patrick Mahomes comes to the huddle because he sounds like Kermit the Frog.

htt…",,
therealkaze,2020-01-28 23:07:24,RT @kmbc: 🔴RED KINGDOM RALLY🔴 Kansas City Live! and the Power &amp; Light District announced Monday they are teaming up with @TechN9ne for “the…,,
tashanreed,2020-01-28 23:07:24,"RT @CameronWolfe: Patrick Mahomes II will be the 7th black QB to start in a Super Bowl and could be the 3rd to win one.

Mahomes opened up…",,
TheCrookedVet,2020-01-28 23:07:24,@Competente13 @JacobTamme @danorlovsky7 @49ers @GetUpESPN So your offense and special teams good at giving up points?,,
CoachFetty84,2020-01-28 23:07:25,@gninerfan21 @ProFootballTalk And Terrell Davis and kurt Warner,,
Hock_Rard,2020-01-28 23:07:26,"@danorlovsky7 @49ers The problem is you've been sleeping on the 49ers secondary..@RSherman_25 @Mannymoseley @Quaski29 Jimmie Ward, Kwan Williams..",,
krisbogan,2020-01-28 23:07:29,RT @NPNowZenner: BREAKING: TYREEK HILL DID A PATRICK MAHOMES IMPERSONATION https://t.co/3bGwuyr5fU,,
q06435264,2020-01-28 23:07:30,@NFL @Chiefs @TheRealFrankC_ @Bridgestone The owner  of Google and his son Facebook Zuckerberg Who together own more than 70% of the world's assets  are wearing  disguises   to  control terrorists,,
yeeyee869,2020-01-28 23:07:32,"@Missing_Link88 @QueensKid80 @fightwookies4 @danorlovsky7 @49ers Tartt and jimmy ward are good. And against the saints tartt was out. Sherman missed like the last 5 mins, and Witherspoon was still starting lol",,
keithfarley80,2020-01-28 23:07:33,@Chiefskc23 @danorlovsky7 @RealMNchiefsfan @49ers People forget kwon ford and tartt missed all them games. Look at the numbers with them in,,
BroncosSuck87,2020-01-28 23:07:33,@RayCrisara @jwyattsports @TheRealFrankC_ @Chiefs @SuperBowl @Titans @KingHenry_2 The same players that have class by mocking Mark Ingram after you beat the Ravens? Some class they have 😂,,
joelandrewwinn,2020-01-28 23:07:34,@Jeremy_Danner I think @cwotd would be a great guest for your podcast. Dude has some love for KC. This clip is gold.,,"Place(_api=<tweepy.api.API object at 0x12e06ce90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/6c1eae5334778aa8.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x12e06ce90>, type=u'Polygon', coordinates=[[[-122.261992, 47.824173], [-122.261992, 47.881993], [-122.219197, 47.881993], [-122.219197, 47.824173]]]), full_name=u'Martha Lake, WA', attributes={}, id=u'6c1eae5334778aa8', name=u'Martha Lake')"
memehoe6,2020-01-28 23:07:36,"RT @ckirk: It’s always encouraging to see how bright the future of our game is. Also, an amazing honor to be able to share the news and cel…",,
_chicago_joe,2020-01-28 23:07:37,RT @wtfcoach: We finish up the helmet history of the AFC with the West Division. All 4 teams started in the first year of the AFL (1960) bu…,,
Deplorable7586,2020-01-28 23:07:37,I am not tweeting this on my account that I am trying to be nice on....Golf on ESPN....puke🤮🤮🤮🤮🤮 that is the network that brought us Mike Turdrico....at least Joe Buck won't be doing golf on ESPN.,,
ChiefKingdom89,2020-01-28 23:07:38,"RT @KevinColePFF: My @PFF analysis looks into the Chiefs recent history of underperforming with big leads, and why the biggest threat to th…",,
LadyKellDiva,2020-01-28 23:07:39,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
kleptolian,2020-01-28 23:07:40,"@danorlovsky7 @49ers They’ll probably only have to worry about man coverage if the Chiefs’ ground game starts out strong. That doesn’t seem highly likely against the SF front 7. 49ers should be able to stay in base. 

But anything is possible. That’s why predictions are moot.",,
Nylonleglover,2020-01-28 23:07:41,"RT @Ms_nylonMILF: Super Bowl LIV 🏈 Predictions!
🔄 #Retweet for San Francisco 49ers
❤ #Like for Kansas City Chiefs
💬 #Comment your guess of…",,
PitufoEdgar,2020-01-28 23:07:41,@emeyecee @DustinLin17 @Eric61599599 @danorlovsky7 @49ers *2013 I know Jimmy can lead,,
V4ndi3sel,2020-01-28 23:07:43,"RT @MySportsUpdate: Tyreek Hill says he always laughs when Patrick Mahomes comes to the huddle because he sounds like Kermit the Frog.

htt…",,
Alkowni16,2020-01-28 23:07:47,"RT @MySportsUpdate: Tyreek Hill says he always laughs when Patrick Mahomes comes to the huddle because he sounds like Kermit the Frog.

htt…",,
theStoryofArose,2020-01-28 23:07:50,@niner_man @Mahomes2Kelce @PeterBurnsESPN @danorlovsky7 @49ers Lol yeah but Jimmy G is due for bad game also Chiefs had 2 weeks to prepare they be just fine lol,,
arturopineda,2020-01-28 23:07:51,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
kevin_you_1,2020-01-28 23:07:53,@DirtTurd @danorlovsky7 @49ers Please keep that attitude up. I love it. Gonna be that much sweeter Sunday night #BANGBANGNINERGANG,,
david2chicago,2020-01-28 23:07:53,@sternshow @Chiefs @49ers @cwotd @HowardStern I was indifferent as who wins the SB.  But seeing this clip and how much it means to a father and son (no matter how creepy Dad and son may be)I am 100% in for KC to win. GOOO CHIEFS!!!  #winfortheChristies,,"Place(_api=<tweepy.api.API object at 0x12e06ce90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/09b9ae7de898912a.json', country=u'United States', place_type=u'neighborhood', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x12e06ce90>, type=u'Polygon', coordinates=[[[-87.658491, 41.885718], [-87.658491, 41.911547], [-87.598442, 41.911547], [-87.598442, 41.885718]]]), full_name=u'Near North Side, Chicago', attributes={}, id=u'09b9ae7de898912a', name=u'Near North Side')"
Brandon_Scott87,2020-01-28 23:07:53,"RT @CrashCourseFM: Brandon (@Brandon_Scott87) and I give our thoughts on the Pro Bowl (1:22), break down and predict who will win #SuperBow…",,
JoshuaMusgrave3,2020-01-28 23:07:54,Well.. I think we know what Shanahan is gonna show on Sunday. He’s a play calling genius. The @49ers could run for another 200+ yards on Sunday if KC isn’t ready. #GoNiners #SuperBowlLIV @NextGenStats,,
Unwittyone,2020-01-28 23:07:56,RT @patrickfinley: The man behind the NFL's most important player is a former @NUFBFamily star. On #Chiefs QB coach Mike Kafka and high exp…,,
dalton_785,2020-01-28 23:07:57,@NFL @Chiefs @TheRealFrankC_ @Bridgestone Frank the 🦈 Clark,,
Toga11663,2020-01-28 23:07:57,"RT @Chiefs: “Once you got here it’s like ‘wow, we’re really playing in this game, we really own that Lamar Hunt trophy and we’re going to h…",,
SOLELINKS,2020-01-28 23:08:02,"Ad: LIVE UNDER RETAIL
Nike Air Barrage Low 'Super Bowl LIV'
=&gt; https://t.co/BgqeC3YPHi
=&gt; https://t.co/BgqeC3YPHi

$111 shipped w/ code CNY15 https://t.co/uw3XAQG0V9",,
q06435264,2020-01-28 23:08:02,@NFL @Chiefs @TheRealFrankC_ @Bridgestone The owner  of Google and his son Facebook Zuckerberg Who together own more than 70% of the world's assets  are wearing  disguises   to  control terrorists^&amp;,,
GolfingJohn_,2020-01-28 23:08:02,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
insideyourfuego,2020-01-28 23:08:03,"@NFLonFOX Italians = best looking, most charming, smartest mother fuckers ever to walk the earth.",,
TheChristian19,2020-01-28 23:08:03,"RT @MySportsUpdate: Tyreek Hill says he always laughs when Patrick Mahomes comes to the huddle because he sounds like Kermit the Frog.

htt…",,
kentsomers,2020-01-28 23:08:04,RT @azbobbymac: Cardinals' Kliff Kingsbury surprises Patrick Mahomes' prep coach with a Super Bowl ticket https://t.co/YFZC9FYczx via @azce…,,
brendan_ginger,2020-01-28 23:08:04,RT @bilbo813: Let’s go @Chiefs!!!! https://t.co/lEVLE2BqJq,,
BMcD626,2020-01-28 23:08:05,RT @KrisKetzKMBC: With the one and only #16 Len Dawson.  @Chiefs #ChiefsKingdom #SuperBowlLIV #SuperBowl #SFvsKC #MVP @KMBC https://t.co/ZL…,,
091003958kill29,2020-01-28 23:08:05,"RT @HardRockStadium: Dressed to impress 🎨

@NFL x @SuperBowl https://t.co/4fhJxtwv3u",,
jaypatt,2020-01-28 23:08:08,RT @NPNowZenner: BREAKING: TYREEK HILL DID A PATRICK MAHOMES IMPERSONATION https://t.co/3bGwuyr5fU,,
lucasaofficial_,2020-01-28 23:08:10,"@JT_Prestil @DefofoMVP @NFL @Chiefs @TheRealFrankC_ @Bridgestone Thank you, Booger!",,
1963alleycat,2020-01-28 23:08:10,@gv49ers @gmfb @KyleBrandt @49ers Backup an,,
benjam_n01,2020-01-28 23:08:10,Chiefs in 1.,,
FireEmojiB,2020-01-28 23:08:11,"RT @JasonLieser: Chiefs RB Damien Williams on Patrick Mahomes’ upcoming contract extension— 

“If I was in charge, he could have it all.”",,
bklepper20,2020-01-28 23:08:11,"@DilfersDimes You my friend and your Chiefs analysis was a clown show,  if Mr Genius Kyle Shanahan wants to put up 50 then what the hell do you think Andy wants to put up 70?...Mahomes will make your lazy analysis look even more stupid than your clip board career went!",,
BroncosSuck87,2020-01-28 23:08:11,@DKELLEY0034 @jwyattsports @TheRealFrankC_ @Chiefs @SuperBowl @Titans @KingHenry_2 He was one of many that stopped Henry,,
BronsonSmith,2020-01-28 23:08:11,"RT @NFL: The @49ers' best plays from the postseason...so far! #GoNiners

#SBLIV | #WeReady https://t.co/qDsyKOTG5I",,
TribeTooLive,2020-01-28 23:08:13,"RT @SOLELINKS: Ad: LIVE UNDER RETAIL
Nike Air Barrage Low 'Super Bowl LIV'
=&gt; https://t.co/BgqeC3YPHi
=&gt; https://t.co/BgqeC3YPHi

$111 ship…",,
greeneman007,2020-01-28 23:08:13,@RobbieGould09 @49ers You're the best kicker ever go Niners https://t.co/hZGF8U3TTZ,,
VinnyGam,2020-01-28 23:08:15,"RT @SOLELINKS: Ad: LIVE UNDER RETAIL
Nike Air Barrage Low 'Super Bowl LIV'
=&gt; https://t.co/BgqeC3YPHi
=&gt; https://t.co/BgqeC3YPHi

$111 ship…",,
HeyRodRodriguez,2020-01-28 23:08:16,Thanks @FOXSports for giving @NASCAR a great platform at the #SuperBowl drives the point home the power of our sport!,,"Place(_api=<tweepy.api.API object at 0x12e06ce90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/00c44eeb126d2fcd.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x12e06ce90>, type=u'Polygon', coordinates=[[[-97.755394, 30.468442], [-97.755394, 30.570239], [-97.59007, 30.570239], [-97.59007, 30.468442]]]), full_name=u'Round Rock, TX', attributes={}, id=u'00c44eeb126d2fcd', name=u'Round Rock')"
joezichelli,2020-01-28 23:08:16,"RT @sternshow: Just days before the @Chiefs face the @49ers in #SuperBowlLIV, lifelong K.C. fan @cwotd can’t talk about his team without cr…",,
bellamarie64,2020-01-28 23:08:17,"what a time to be alive pitbull, shakira, and j lo performing at the super bowl? D A L E",,
rocniko,2020-01-28 23:08:17,"RT @PaulHembo: ""Jimmy Garoppolo is a game manager.""

84.0 QBR in 4th quarter and game within 1 possession (best in NFL)

115.7 passer ratin…",,
UniWatch,2020-01-28 23:08:18,RT @wtfcoach: We finish up the helmet history of the AFC with the West Division. All 4 teams started in the first year of the AFL (1960) bu…,,
aguilar17_yris,2020-01-28 23:08:21,"RT @AndrewABC17: Watch: Former NFL QB Michael Vick had VERY high praise for #Chiefs QB Patrick Mahomes.

""He's everything you want in a qua…",,
iamnumber6six,2020-01-28 23:08:22,RT @jwyattsports: Asked @TheRealFrankC_ of the @Chiefs tonight at @SuperBowl Opening Night about his comments on @Titans RB @KingHenry_2 le…,,
BMcD626,2020-01-28 23:08:22,RT @JamesPalmerTV: Patrick Mahomes' growth in a specific area this season has played a key role in how RB Damien Williams is used within Ka…,,
LuigiGZ29,2020-01-28 23:08:22,"RT @HardRockStadium: Dressed to impress 🎨

@NFL x @SuperBowl https://t.co/4fhJxtwv3u",,
Boston__Sucks,2020-01-28 23:08:23,I've wanted LaFleur for a while. Hope he's the guy,,
huskergirl04,2020-01-28 23:08:23,@TopperMister @Chiefs It's usually smaller than what a guy brags about q🤏,,
BennyButtcheeks,2020-01-28 23:08:24,@NFL @Chiefs @TheRealFrankC_ @Bridgestone Glorified woman beater,,
_DiegoLuna_,2020-01-28 23:08:24,This is absolutely hilarious.,,
GregTrefz,2020-01-28 23:08:26,RT @RobbieGould09: We are @49ers ! Comment 🔥 if you’re ready for #SuperBowl Sunday! #sbliv https://t.co/Mdcz2tHirm,,
Votes4America,2020-01-28 23:08:27,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
torianoporter,2020-01-28 23:08:27,"@PottsPrentes @Chiefs I hear ya, Potts, but I am in football purgatory. A man without a squad. I can't quite bring myself to rooting for anyone at this point. Call me jilted.",,"Place(_api=<tweepy.api.API object at 0x12e06ce90>, country_code=u'US', url=u'https://api.twitter.com/1.1/geo/id/997f6b8b8d574e42.json', country=u'United States', place_type=u'city', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x12e06ce90>, type=u'Polygon', coordinates=[[[-93.99755, 39.249797], [-93.99755, 39.296645], [-93.94778, 39.296645], [-93.94778, 39.249797]]]), full_name=u'Richmond, MO', attributes={}, id=u'997f6b8b8d574e42', name=u'Richmond')"
SmallcageGG,2020-01-28 23:08:28,Another clip of our champ Roman at the games:,,
AdriMoonLuna,2020-01-28 23:08:29,"RT @NFL: The BEST rushing TDs from the NFC’s top rushing offense. 👏

@49ers | #SBLIV #GoNiners https://t.co/cS19AeDK72",,
jonisthenewblk,2020-01-28 23:08:30,RT @GQStyle: pls enjoy this breathtaking photo of andy reid https://t.co/SHJJwjjJtN #BigFitoftheDay,,
Taylor_Witt,2020-01-28 23:08:31,"@WesRayner @AnthonyMCoS @QueensKid80 @danorlovsky7 @49ers Games not started by Matt Moore:

PPG: KC 30.4 SF 30.2
YPG: KC 386.9 SF 375.5",,
melbprieto,2020-01-28 23:08:32,@WWEonFOX @TheRREmpire_ @FOXSports @WWERomanReigns @49ers Hire him,,
matt_bart,2020-01-28 23:08:32,"RT @JasonLieser: Chiefs RB Damien Williams on Patrick Mahomes’ upcoming contract extension— 

“If I was in charge, he could have it all.”",,
bowtiesandblair,2020-01-28 23:08:32,RT @them: She's also the first female coach to go to the Super Bowl in NFL history. https://t.co/B6qfBAqh2l,,
t_locss,2020-01-28 23:08:34,"RT @TheHerd: ""Jimmy G, not Patrick Mahomes could end up being the MVP on Sunday."" 

@ColinCowherd on why he believes in the 49ers QB: https…",,
BryanHu28887000,2020-01-28 23:08:35,@RobbieGould09 @49ers 🔥 🔥 🔥 lets go red and gold!!!,,
ScottKaplan,2020-01-28 23:08:36,"My man @kirkmorrison has strong opinions about @GoAztecs @SDSUFootball and how the Rocky Long story went down! @jdwicker 

@ScottandBR 1-28-20 #PODCAST ROW @SuperBowl #Miami #SBLIV 

https://t.co/DViqIM8zLW 

via @YouTube @CorkysPestInc @RockinWineTours @MTMguy1 @totaltclinic",,
j_zuleyma,2020-01-28 23:08:39,RT @OlathePolice: @OlathePolice will be rocking Chiefs hats this week!! GO Chiefs!!!!! @Chiefs #patrickmahomes #TheKansasCityChiefs #chiefs…,,
muzzys_kitchen,2020-01-28 23:08:40,"RT @JasonKander: 10 year old me would be so excited. Also, 10 year old me would be like wait what is twitter?",,
bdgeLLC,2020-01-28 23:08:40,the boys are hitting the ground running for super bowl LIV https://t.co/FifY6TKOkd,,
willpettyusa,2020-01-28 23:08:42,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
ncarbo_,2020-01-28 23:08:42,"RT @SharpFootball: My 45-page Super Bowl LIV Report is ready.  

If you are a journalist covering the NFL / NFL media &amp; would like a free c…",,
blumdaniel,2020-01-28 23:08:43,"RT @NFL: The @49ers' best plays from the postseason...so far! #GoNiners

#SBLIV | #WeReady https://t.co/qDsyKOTG5I",,
n2guitars,2020-01-28 23:08:43,@KrisKetzKMBC @Chiefs @kmbc Great pic!,,
BayBoyTank,2020-01-28 23:08:44,@The_Riddler_254 @Mike_Dundon @donovanjmcnabb @Chiefs Anything could happen but his history suggests he'll be ready. Also it the biggest game but not his first big game.,,
JasonWallace84,2020-01-28 23:08:45,@NFL @Chiefs @TheRealFrankC_ @Bridgestone Yay men in tights slapping each other's Asses I'm so excited to watch the lame fixed Super bowl with lucifarian illuminati Masonic Assholes so called music for a half time show Not,,
Angel12272460,2020-01-28 23:08:45,"RT @HardRockStadium: Dressed to impress 🎨

@NFL x @SuperBowl https://t.co/4fhJxtwv3u",,
AllmericanMayes,2020-01-28 23:08:47,RT @ABreasette: Not too bad a view outside Hard Rock Stadium tonight. https://t.co/MpQQidigpH,,
youngdezz_,2020-01-28 23:08:48,"RT @undisputed: ""If you look at the Divisional Playoff Round.. Patrick Mahomes, Deshaun Watson, Lamar Jackson and Russell Wilson were 4 of…",,
SWEETNCRUNCHE,2020-01-28 23:08:48,RT @49ers: Kyle Shanahan is LIVE from Miami ahead of #SBLIV.  https://t.co/wxrqVaSa2b,,
EdmondD74920219,2020-01-28 23:08:49,@NFL @Chiefs @TheRealFrankC_ @Bridgestone The second one is insane,,
GoensStephanie,2020-01-28 23:08:49,"RT @JasonLieser: Chiefs RB Damien Williams on Patrick Mahomes’ upcoming contract extension— 

“If I was in charge, he could have it all.”",,
dpellluzzo,2020-01-28 23:08:51,@danorlovsky7 @TrackStarGazing @49ers Shouldn’t you be on a radio show begging for a nfl job?,,
RamBoutIt,2020-01-28 23:08:52,RT @49ersfangirl: Your NFC Champion San Francisco 49ers https://t.co/1BRfXdINdZ,,
mercnews,2020-01-28 23:08:53,"Bill Belichick believed in Jimmy G to win Super Bowl, so Troy Aikman does, too https://t.co/BvZwT8hPL6",,
BMcD626,2020-01-28 23:08:53,"RT @NFL: It went down as a 27-yard TD run, but @PatrickMahomes doubled it in total distance traveled. 😱 

#NextGenStats | @Chiefs https://t…",,
KyleCramer5,2020-01-28 23:08:53,#NinerGang this is our quarterback! Enough said👇👇👇 @JimmyG_10 is gonna have himself a day on #SuperBowlSunday!!! @49ers https://t.co/OEkXN9eJzU,,
Jthe9C,2020-01-28 23:08:53,"@ReformedBroker Who gives a fuck, Andy Reid doesnt deserve a ring no than Kyle S., 49er fans are everywhere and not just in SF. Btw, what hip hop song does your team have?",,
DeeExAy,2020-01-28 23:08:55,"RT @NFL: Who's got the most sacks this postseason?

That'd be @Chiefs DE Frank Clark with four. 😤 @TheRealFrankC_

(by @Bridgestone) https:…",,
realdaleraymond,2020-01-28 23:08:55,"RT @NFL: Who's got the most sacks this postseason?

That'd be @Chiefs DE Frank Clark with four. 😤 @TheRealFrankC_

(by @Bridgestone) https:…",,
Xannyphantxm,2020-01-28 23:08:56,"RT @undisputed: ""We played in the era with Dan Marino and we've covered and watched Aaron Rodgers. But when it's all said and done, I'm not…",,
BroncosSuck87,2020-01-28 23:08:57,@xTIT4NUPG4MINGx @jwyattsports @TheRealFrankC_ @Chiefs @SuperBowl @Titans @KingHenry_2 This isnt going to age well 😂,,
cbonura11,2020-01-28 23:09:00,@ProFootballTalk What a dumbass! Didn’t he play for the Seahawks! Also the @49ers have played against much better DE than him!,,
K14Dubs_,2020-01-28 23:09:01,"RT @NFL: Who's got the most sacks this postseason?

That'd be @Chiefs DE Frank Clark with four. 😤 @TheRealFrankC_

(by @Bridgestone) https:…",,
mcc_sportswire,2020-01-28 23:09:01,"RT @SInow: Super Bowl LIV National Anthem prop bets are in. 

@SIGambling goes next level in breaking down Demi Lovato's prior Anthem perfo…",,
femalequotient,2020-01-28 23:09:01,"#KatieSowers will become the first woman to ever coach the #SuperBowl this weekend. 🏈 “I want anyone who sees my story, not just women, to know that anything is possible if you truly believe it and work for it,” she said. 👏 #NFL @KatieSowers @NFL @49ers https://t.co/ITaeNZptoQ",,
keithfarley80,2020-01-28 23:09:02,@MaddManny575 @Chiefskc23 @danorlovsky7 @RealMNchiefsfan @49ers I hope bosa or buckner better yet i hope Dee Ford gets a clean shot on kermit,,
RamBoutIt,2020-01-28 23:09:02,RT @TheKidCorey_: Demetrius in the boot and almost falling got me dying 😂,,
keithfarley80,2020-01-28 23:09:02,@MaddManny575 @Chiefskc23 @danorlovsky7 @RealMNchiefsfan @49ers I hope bosa or buckner better yet i hope Dee Ford gets a clean shot on kermit,,
BMcD626,2020-01-28 23:09:03,"RT @jbbrisco: Patrick Mahomes on appreciating the experience of the Super Bowl: ""It's a once-in-a-lifetime opportunity that I hope I have a…",,
culery23,2020-01-28 23:09:03,"RT @ESPNNFL: Can Jimmy G outplay Patrick Mahomes in the Super Bowl?

""Hell no!"" says @stephenasmith. https://t.co/M760ijWSIt",,
mrms_library,2020-01-28 23:09:06,RT @MRMSHUSKIES: MRMS students and staff were sporting their favorite Chiefs shirts today! We are READY for #SuperBowlLIV ❤️💛 @Chiefs Tomor…,,
JonSchwartz1,2020-01-28 23:09:07,"Last year, some of our brightest stars and the best to play the game destroyed a ballroom in the name of #NFL100. Here’s a sneak peak at what’s in store for fans moments before the kickoff of #SuperBowlLIV",,
FantasyNsession,2020-01-28 23:09:08,"RT @SweatyFS: Passing TD % and Sustainability

Patrick Mahomes
-2018 8.6%
-2019 5.4%

Russell Wilson
-2018 8.2%
-2019 6.0%

Lamar Jackson
-…",,
CDS89Mission415,2020-01-28 23:09:09,RT @KPIXtv: #NINERGANG: @JimmyG_10 @gkittle46 and @RSherman_25 discuss the camaraderie among the @49ers https://t.co/UDdR9JusVT https://t.c…,,
dwright707,2020-01-28 23:09:10,"RT @NFLonFOX: Why don't you ever text back, @JimmyG_10??

@gkittle46 reveals @49ers QB Jimmy Garoppolo's biggest flaw. 😂 https://t.co/TpBQ3…",,
BMcD626,2020-01-28 23:09:11,"RT @Chiefs: Andy Reid, Patrick Mahomes, Travis Kelce and more Chiefs players address the media to discuss their Super Bowl preparation. #SB…",,
_Khalifa525,2020-01-28 23:09:12,RT @NESN: Jimmy Garoppolo and Wes Welker's relationship has blossomed throughout the wide receivers coach's first season with the 49ers.…,,
g3rb1_l,2020-01-28 23:09:13,@kansaskick1 @hoodie816 @DawgsNiners @49ers Lol ikr?,,
Jennife80461594,2020-01-28 23:09:13,RT @wbzsports: Tom Brady Texts Jimmy Garoppolo With Super Bowl Support: 'Just Go Win' https://t.co/kq9iSJIfLC,,
Competente13,2020-01-28 23:09:14,"@Jaminrawk @danorlovsky7 @JacobTamme @49ers @GetUpESPN 49ers against QBs who can move:
AZ - 25 pts allowed
SEA - 20 pts allowed, including OT (7 points allowed by offense)
AZ - 26 pts allowed
BAL - 20 pts allowed
SEA - 21 pts allowed",,
BEYER___,2020-01-28 23:09:14,"RT @Endeavor: Congratulations to WME client @KatieSowers the first female coach to go to the Super Bowl, and first openly gay coach in the…",,
xinest,2020-01-28 23:09:16,"Hey, white community. Here’s an opportunity to take action and call in some of our community’s problematic and racist actions.
https://t.co/lwpzp31miY",,
jordan_bumoskey,2020-01-28 23:09:17,"RT @MySportsUpdate: Tyreek Hill says he always laughs when Patrick Mahomes comes to the huddle because he sounds like Kermit the Frog.

htt…",,
diamactive2001,2020-01-28 23:09:17,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
RaheemGoatstert,2020-01-28 23:09:17,@Cardona223 @NFL @Chiefs @TheRealFrankC_ @Bridgestone ?? Because he’s black,,
dvniel1k,2020-01-28 23:09:18,"RT @MySportsUpdate: Tyreek Hill says he always laughs when Patrick Mahomes comes to the huddle because he sounds like Kermit the Frog.

htt…",,
chiefsace,2020-01-28 23:09:19,RT @MattBishoff: There is hope and then their is delusional.,,
ChiefsBoogie,2020-01-28 23:09:20,"RT @JasonLieser: Chiefs RB Damien Williams on Patrick Mahomes’ upcoming contract extension— 

“If I was in charge, he could have it all.”",,
Reignsgirl2012,2020-01-28 23:09:20,"RT @WWEonFOX: Special @FoxSports correspondent, 'The Big Dog' @WWERomanReigns made 'Opening Night' of #SB54 his yard when he interviewed so…",,
maggard_nancy,2020-01-28 23:09:23,"RT @_MaureenKenyon_: I'm rooting for Rhubarb, Spritz and Crumpet! There's also a 16-week-old Great Dane named Killian! 🐾#PuppyBowl #SuperBo…",,
AlfieSolomons4,2020-01-28 23:09:25,"@andre9elton @NFL @Chiefs @TheRealFrankC_ @Bridgestone Well he has jumped, but not lined up in the zone! 🤣",,
Bilwilson52,2020-01-28 23:09:25,"RT @MySportsUpdate: Tyreek Hill says he always laughs when Patrick Mahomes comes to the huddle because he sounds like Kermit the Frog.

htt…",,
Stan_BostonT,2020-01-28 23:09:25,@LifeNewsHQ @NancyJKoch @FOXSports Instead we get oh screw the blue sob stories.,,
marshh1224,2020-01-28 23:09:26,"RT @LifeNewsHQ: BREAKING NEWS:

@FOXSports is censoring this pro-life commercial featuring people who survived abortions.

It's refusing to…",,
JWal_07,2020-01-28 23:09:27,"RT @NFL: Who's got the most sacks this postseason?

That'd be @Chiefs DE Frank Clark with four. 😤 @TheRealFrankC_

(by @Bridgestone) https:…",,
Blueyes9445,2020-01-28 23:09:29,RT @cangal21: So @FOXSports won't allow this commercial to be shown before the Super Bowl on Sunday because it is all about abortion surviv…,,
TrentJonesDesgn,2020-01-28 23:09:32,RT @Community4KC: We want to hear from you! What should we put on our marquee sign this week to cheer on the @Chiefs to a #SuperBowl victor…,,
TEXANJASON,2020-01-28 23:09:32,3/4 against the Texans..,,
